AgentID,Interval 1,Interval 2,Interval 3,Interval 4,Interval 5,Interval 6,Interval 7,Interval 8,Interval 9,Interval 10,Interval 11,Interval 12,Interval 13,Interval 14,Interval 15,Interval 16,Interval 17,Interval 18,Interval 19,Interval 20,Interval 21,Interval 22,Interval 23,Interval 24,Interval 25,Interval 26,Interval 27,Interval 28,Interval 29,Interval 30,Interval 31,Interval 32,Interval 33,Interval 34,Interval 35,Interval 36,Interval 37,Interval 38,Interval 39,Interval 40,Interval 41,Interval 42,Interval 43,Interval 44,Interval 45,Interval 46,Interval 47,Interval 48,Interval 49,Interval 50,Interval 51,Interval 52,Interval 53,Interval 54,Interval 55,Interval 56,Interval 57,Interval 58,Interval 59,Interval 60,Interval 61,Interval 62,Interval 63,Interval 64,Interval 65,Interval 66,Interval 67,Interval 68,Interval 69,Interval 70,Interval 71,Interval 72,Interval 73,Interval 74,Interval 75,Interval 76,Interval 77,Interval 78,Interval 79,Interval 80,Interval 81,Interval 82,Interval 83,Interval 84,Interval 85,Interval 86,Interval 87,Interval 88,Interval 89,Interval 90,Interval 91,Interval 92,Interval 93,Interval 94,Interval 95,Interval 96,Interval 97,Interval 98,Interval 99,Interval 100,Interval 101,Interval 102,Interval 103,Interval 104,Interval 105,Interval 106,Interval 107,Interval 108,Interval 109,Interval 110,Interval 111,Interval 112,Interval 113,Interval 114,Interval 115,Interval 116,Interval 117,Interval 118,Interval 119,Interval 120,Interval 121,Interval 122,Interval 123,Interval 124,Interval 125,Interval 126,Interval 127,Interval 128,Interval 129,Interval 130,Interval 131,Interval 132,Interval 133,Interval 134,Interval 135,Interval 136,Interval 137,Interval 138,Interval 139,Interval 140,Interval 141,Interval 142,Interval 143,Interval 144,Interval 145,Interval 146,Interval 147,Interval 148,Interval 149,Interval 150,Interval 151,Interval 152,Interval 153,Interval 154,Interval 155,Interval 156,Interval 157,Interval 158,Interval 159,Interval 160,Interval 161,Interval 162,Interval 163,Interval 164,Interval 165,Interval 166,Interval 167,Interval 168,Interval 169,Interval 170,Interval 171,Interval 172,Interval 173,Interval 174,Interval 175,Interval 176,Interval 177,Interval 178
124,2.01,2.085,2.06,2.1225,2.16,2.185,2.202857,2.17875,2.16,2.145,2.119091,2.11,2.079231,2.052857,2.03,2.01,2.01,2.01,1.99421,1.965,1.938571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2.61,2.31,2.21,2.31,2.31,2.26,2.224286,2.1975,2.176666,2.13,2.078182,2.0475,2.021538,2.01,2.01,2.01,2.001177,2.001667,1.986316,1.9875,1.988572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2.61,2.61,2.61,2.535,2.52,2.485,2.417143,2.385,2.343334,2.31,2.31,2.335,2.356154,2.395714,2.41,2.4225,2.433529,2.443333,2.452105,2.4525,2.445714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,1.94,1.94,1.84,1.79,1.7,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.663077,1.682857,1.68,1.69625,1.710588,1.723333,1.718947,1.715,1.711429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,2.01,2.16,2.11,2.085,2.07,2.06,2.052857,2.0475,2.043333,2.04,2.037273,2.035,2.033077,2.031429,2.07,2.10375,2.098235,2.043333,1.994211,1.965,1.938572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,2.01,2.46,2.51,2.31,2.16,2.085,2.117143,2.16,2.176667,2.16,2.16,2.1725,2.16,2.149286,2.16,2.169375,2.168824,2.176667,2.183684,2.19,2.195714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2.17,2.02,1.97,1.87,1.81,1.77,1.741429,1.72,1.703333,1.72,1.747273,1.7575,1.743077,1.741429,1.75,1.7575,1.764118,1.753333,1.743684,1.735,1.727143,1.733636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2.01,2.01,2.01,2.01,1.95,1.91,1.838572,1.7475,1.71,1.68,1.696364,1.7225,1.744615,1.742143,1.74,1.738125,1.754118,1.768333,1.781052,1.7925,1.802857,1.812273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,1.94,1.865,1.79,1.8275,1.85,1.865,1.875714,1.88375,1.89,1.895,1.899091,1.9025,1.905385,1.886429,1.85,1.836875,1.834118,1.806667,1.782105,1.76,1.74,1.721818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,1.64,1.94,2.04,2.015,2,1.99,2.025714,2.0525,2.073334,2.09,2.117273,2.1525,2.182308,2.207858,2.230001,2.249376,2.266471,2.281667,2.279474,2.285001,2.268572,2.267273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2.01,1.785,1.66,1.6725,1.68,1.735,1.731429,1.72875,1.726667,1.755,1.778182,1.8475,1.906154,1.945714,1.95,1.95375,1.939412,1.943333,1.946842,1.95,1.938572,1.928182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,1.71,1.86,1.91,1.935,1.95,1.96,1.967143,1.9725,1.976667,1.98,1.982727,1.985,1.986923,1.988571,1.99,1.99125,2.01,2.026667,2.041579,2.055,2.067143,2.078182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2.84,2.84,2.84,2.69,2.6,2.49,2.411429,2.33375,2.29,2.255,2.267273,2.24,2.216923,2.197143,2.2,2.2025,2.222353,2.256666,2.287368,2.3075,2.304286,2.287727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,1.87,2.02,1.97,1.945,1.93,1.92,1.912857,1.9075,1.903334,1.93,1.951818,1.995,2.031539,2.062857,2.09,2.0575,2.028824,2.003334,1.996316,2.005,2.012857,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1.94,1.79,1.64,1.715,1.76,1.79,1.811429,1.8275,1.84,1.88,1.94,1.965,1.963077,2.004286,2.04,2.03375,2.019412,1.998334,1.995263,1.9925,1.99,1.987728,1.985652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1.71,1.71,1.91,1.935,1.92,1.935,1.988572,1.95375,1.96,1.965,1.955455,1.96,1.940769,1.913572,1.9,1.906875,1.912941,1.918333,1.923158,1.935,1.952857,1.969091,1.977391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,1.94,2.39,2.54,2.54,2.54,2.49,2.454286,2.465,2.506666,2.48,2.471818,2.4775,2.459231,2.443571,2.43,2.436875,2.434118,2.44,2.429474,2.4275,2.418571,2.410455,2.416087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,1.71,2.01,2.11,2.16,2.19,2.21,2.181428,2.16,2.143333,2.13,2.119091,2.11,2.102308,2.085,2.06,2.056875,2.071765,2.085,2.096842,2.1075,2.117143,2.139545,2.140435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.027647,2.026667,2.01,1.995,1.981429,1.955455,1.931739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,1.71,1.71,1.71,1.71,1.71,1.76,1.795714,1.8225,1.843333,1.86,1.873636,1.885,1.894615,1.902857,1.91,1.91625,1.912941,1.901666,1.891579,1.8825,1.874286,1.866818,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1.94,2.165,2.09,2.1275,2.15,2.115,2.09,2.07125,1.99,1.925,1.912727,1.915,1.893846,1.854285,1.86,1.88375,1.895882,1.931666,1.916316,1.9025,1.89,1.878636,1.868261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2.47,2.17,2.07,2.095,2.17,2.22,2.255715,2.282501,2.27,2.26,2.279091,2.295,2.285385,2.277143,2.27,2.263751,2.267059,2.261667,2.241053,2.207501,2.177144,2.149546,2.111305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.578421,2.55,2.51,2.46,2.427391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,2.01,2.16,2.21,2.385,2.49,2.56,2.61,2.6475,2.676667,2.58,2.528182,2.51,2.448462,2.395715,2.37,2.32875,2.318824,2.301667,2.270526,2.2425,2.231429,2.207727,2.186087,2.16625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1.94,1.94,1.94,1.94,1.94,1.94,1.982857,2.015,2.04,2.06,2.076364,2.09,2.101539,2.111429,2.12,2.10875,2.098824,2.09,2.082105,2.0675,2.075714,2.083182,2.09,2.08375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2.01,2.085,1.96,2.0475,2.1,2.135,2.16,2.14125,2.126667,2.085001,2.05091,2.0475,2.044616,2.042143,2.04,2.038125,2.027647,2.01,1.978421,1.9575,1.945714,1.935,1.918696,1.8975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,2.61,2.61,2.61,2.535,2.52,2.535,2.46,2.40375,2.36,2.325,2.31,2.31,2.286923,2.288571,2.29,2.31,2.318824,2.318333,2.302105,2.2875,2.274286,2.262273,2.251304,2.24125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,1.94,1.79,1.74,1.79,1.82,1.84,1.854286,1.8275,1.806667,1.79,1.803636,1.815,1.824615,1.843571,1.83,1.836875,1.816471,1.806667,1.797895,1.76,1.725714,1.694546,1.666087,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2.61,2.61,2.51,2.385,2.37,2.41,2.438571,2.4225,2.41,2.37,2.323637,2.3225,2.321539,2.299286,2.28,2.281875,2.28353,2.268333,2.286316,2.3025,2.317143,2.316818,2.316522,2.30375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,2.01,2.16,2.21,2.16,2.13,2.06,2.095715,2.085,2.11,2.1,2.119091,2.135,2.148462,2.16,2.15,2.14125,2.124706,2.101667,2.081053,2.0625,2.031429,2.016819,2.003479,1.99125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,1.87,2.17,2.17,2.245,2.23,2.27,2.212857,2.2075,2.203333,2.2,2.210909,2.1825,2.135385,2.116429,2.12,2.104375,2.090588,2.095,2.067369,2.05,2.041429,2.02,2.000435,1.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2.24,2.24,2.04,2.015,1.94,1.94,1.94,1.9025,1.906667,1.97,2.021818,2.065,2.055385,2.068572,2.08,2.1275,2.169412,2.206667,2.224211,2.21,2.211429,2.199091,2.168261,2.13375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,1.71,1.71,1.71,1.71,1.65,1.61,1.624286,1.635,1.643333,1.65,1.641818,1.6475,1.629231,1.635,1.66,1.681875,1.701176,1.718333,1.733684,1.7325,1.717143,1.716818,1.703478,1.70375,1.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2.01,2.085,2.06,2.1225,2.1,2.135,2.074286,2.02875,1.993333,1.995,1.982727,1.985,1.963846,1.945714,1.93,1.91625,1.904118,1.893333,1.899474,1.905,1.895714,1.887273,1.879565,1.8725,1.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,1.87,2.32,2.37,2.395,2.41,2.42,2.427143,2.47,2.47,2.41,2.360909,2.345,2.285385,2.277143,2.27,2.26375,2.231765,2.195,2.162106,2.1325,2.105714,2.095,2.098261,2.10125,2.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2.01,2.16,2.31,2.385,2.43,2.46,2.438571,2.40375,2.393333,2.415,2.432727,2.4225,2.367692,2.331429,2.31,2.2725,2.257059,2.243333,2.231053,2.22,2.21,2.228182,2.231739,2.2225,2.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.929286,1.95,1.968125,1.984118,1.998333,2.011052,2.0225,2.018571,2.001363,2.005217,2.014999,2.023999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2.01,1.86,1.71,1.785,1.83,1.86,1.924286,1.935,1.943333,1.95,1.955455,1.96,1.963846,1.977857,1.98,1.963125,1.948235,1.918333,1.891579,1.8675,1.86,1.853182,1.846956,1.84125,1.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1.94,2.09,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.265,2.263077,2.24,2.18,2.165,2.169412,2.173333,2.145263,2.105,2.068572,2.076364,2.070435,2.04,2.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,1.94,2.09,2.14,2.015,2,2.04,2.025714,2.015,1.973333,1.94,1.926364,1.9025,1.882308,1.886429,1.91,1.911875,1.91353,1.915,1.916316,1.925,1.911429,1.899091,1.887826,1.8775,1.904,1.922693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2.01,2.31,2.51,2.61,2.67,2.71,2.695714,2.685,2.71,2.64,2.582727,2.585,2.517692,2.502857,2.51,2.4975,2.486471,2.46,2.436316,2.415,2.395714,2.378182,2.375217,2.36,2.346,2.333077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2.61,2.61,2.61,2.61,2.58,2.485,2.374286,2.29125,2.326667,2.295,2.282727,2.285,2.31,2.331429,2.33,2.32875,2.336471,2.285,2.270526,2.2575,2.245714,2.221364,2.19913,2.17875,2.172,2.171538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2.01,2.16,2.21,2.16,2.1,2.035,1.902857,1.87875,1.86,1.845,1.846364,1.86,1.848462,1.838571,1.85,1.8225,1.815882,1.793333,1.788947,1.785,1.767143,1.778182,1.775218,1.7725,1.77,1.767692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2.01,1.86,1.81,1.935,1.95,2.01,2.01,2.01,2.043333,2.04,2.037273,2.06,2.056154,2.063571,2.04,2.019375,2.01,1.993334,1.978421,1.965,1.952857,1.941818,1.925218,1.92875,1.92,1.900385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2.01,2.01,2.01,1.935,1.92,1.935,1.945714,1.935,1.943333,1.92,1.914546,1.9225,1.906154,1.892143,1.9,1.869375,1.86,1.885,1.891579,1.8975,1.917143,1.921364,1.925218,1.92875,1.932,1.946539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1.87,2.02,2.07,2.095,2.11,2.12,2.127143,2.1325,2.136667,2.14,2.142727,2.145,2.146923,2.137857,2.08,2.048125,2.037647,2.045,2.02,2.0125,2.005714,1.999546,1.993913,1.97625,1.936,1.910385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2.61,2.385,2.26,2.2725,2.28,2.235,2.202857,2.17875,2.193333,2.205,2.214545,2.2225,2.252308,2.235,2.22,2.206875,2.16,2.135,2.112632,2.0925,2.074286,2.071363,2.055652,2.05375,2.052,2.038846,2.037778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2.01,2.31,2.31,2.31,2.25,2.26,2.267143,2.31,2.276667,2.28,2.282727,2.26,2.240769,2.245714,2.25,2.2725,2.265882,2.251667,2.223158,2.1975,2.16,2.125909,2.081739,2.05375,2.028,2.01,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,2.01,2.01,2.01,2.01,2.07,2.11,2.138572,2.16,2.176667,2.19,2.200909,2.21,2.217692,2.224286,2.27,2.29125,2.274706,2.293334,2.32579,2.355,2.381429,2.378182,2.375218,2.3725,2.358,2.344616,2.321111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
